state,City,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Station Name,Operator,Usage Type,Connector Type,Power (kW),station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation
Ladakh,Leh,44131,14758,39758,19369,21409,20393,18557,18303,Green Charge,ChargeZone,Private,Type 2,110,969,Urban,Fast,41,474.28,20.56,9.75,0.58,10.54
Tamil Nadu,Coimbatore,10712,18886,22684,34639,33126,47705,23490,46053,FastCharge,Tata Power,Commercial,GB/T,344,970,Rural,Fast,22,570.42,480.65,274.17,20.17,2.4
Arunachal Pradesh,Itanagar,34078,8554,33154,25941,44071,42621,40595,8639,EV Hub,ChargeZone,Commercial,CHAdeMO,245,971,Rural,Fast,40,544.33,10.58,5.76,0.39,11.93
Bihar,Patna,2161,15952,40980,16560,312,30769,26978,46077,Charge Point,EVRE,Public,GB/T,187,972,Semi-Urban,Ultra Fast,43,552.86,21.85,12.08,1.11,2.36
Andhra Pradesh,Vijayawada,33642,45174,47481,39858,18335,41992,39193,9462,Charge Point,Ather Energy,Private,CHAdeMO,311,973,Urban,Fast,39,352.72,53.59,18.9,0.81,13.04
Jharkhand,Jamshedpur,30640,23277,40919,25183,36167,641,3445,38414,Charge Point,Ather Energy,Public,CCS,38,974,Highway,Fast,3,498.99,245.38,122.44,11.33,7.68
Uttarakhand,Dehradun,40235,11541,23419,36938,1741,22339,24737,9986,FastCharge,ChargeZone,Commercial,Type 2,11,975,Urban,Ultra Fast,33,224.68,249.7,56.1,3.96,4.01
Meghalaya,Shillong,28639,21042,37129,18627,33262,30475,48947,9343,FastCharge,BPCL,Private,Type 2,11,976,Highway,Ultra Fast,24,553.93,68.25,37.81,2.36,12.48
Sikkim,Gangtok,25364,8249,26921,13253,39388,11762,26446,2508,EV Hub,Ather Energy,Private,GB/T,343,977,Urban,Ultra Fast,47,452.46,399.54,180.78,13.42,1.94
Uttarakhand,Dehradun,14867,29292,42829,31828,2885,4433,32640,28608,FastCharge,BPCL,Private,GB/T,168,978,Highway,Ultra Fast,21,465.68,61.85,28.8,2.56,12.79
Uttar Pradesh,Noida,20048,42463,22811,20055,12220,1268,44508,30421,EV Hub,ChargeZone,Public,GB/T,113,979,Rural,Slow,42,257.02,336.23,86.42,6.34,14
Goa,Margao,871,4908,19509,48424,2155,39736,20318,6197,Green Charge,Tata Power,Private,Type 2,230,980,Rural,Ultra Fast,11,388.55,117.39,45.61,0.73,6.21
Dadra and Nagar Haveli and Daman and Diu,Daman,29059,9933,14051,45843,36601,19589,21677,4023,Green Charge,BPCL,Private,Type 2,199,981,Urban,Ultra Fast,42,345.33,494.83,170.88,14.39,3.14
West Bengal,Kolkata,596,47719,37522,12697,11461,12740,48894,9280,FastCharge,ChargeZone,Commercial,Type 2,237,982,Rural,Slow,26,396.8,191.39,75.94,2.76,1.74
Tamil Nadu,Chennai,9637,49150,15468,45895,30419,2666,49947,40179,Power Station,Ather Energy,Commercial,Type 2,149,983,Rural,Ultra Fast,34,299.8,136.32,40.87,3.96,2.29
Tamil Nadu,Coimbatore,16102,33550,8547,30193,18085,41607,23684,26857,FastCharge,Ather Energy,Public,CCS,344,984,Highway,Ultra Fast,38,613.36,61.99,38.02,3.29,3.66
Jammu and Kashmir,Jammu,14593,25820,25966,2135,10927,28958,40266,24527,Green Charge,IOCL,Private,CCS,265,985,Semi-Urban,Slow,40,353.43,150.53,53.2,3,0.99
Karnataka,Bangalore,18354,44365,17187,40294,22063,19528,37788,14682,FastCharge,Fortum,Public,CHAdeMO,249,986,Semi-Urban,Ultra Fast,1,537.47,354.45,190.51,13.93,1.38
Rajasthan,Jaipur,34800,41163,13402,16294,6634,22553,11172,49348,Green Charge,BPCL,Commercial,GB/T,93,987,Semi-Urban,Fast,38,613.72,113.69,69.77,3.88,11.18
Haryana,Faridabad,23780,43620,13158,9660,49558,21994,31922,44320,FastCharge,Fortum,Public,GB/T,118,988,Semi-Urban,Ultra Fast,48,598.17,455.01,272.17,4.44,11.81
Himachal Pradesh,Shimla,25669,18418,35945,1291,22796,2398,26650,6268,EV Hub,Ather Energy,Private,CCS,269,989,Rural,Slow,31,286.3,260.95,74.71,3.51,2.9
Maharashtra,Nagpur,39963,30986,10082,19805,8452,18480,26743,36044,Green Charge,BPCL,Commercial,Type 2,208,990,Urban,Fast,9,664.27,32.25,21.42,0.59,6.65
Jammu and Kashmir,Srinagar,24836,20566,39794,47295,1428,20666,43412,49712,Charge Point,Fortum,Commercial,CCS,190,991,Semi-Urban,Fast,12,499.04,240.88,120.21,5.99,11.04
Chhattisgarh,Bhilai,39806,16599,19274,208,3128,46530,20715,26686,FastCharge,ChargeZone,Private,GB/T,61,992,Urban,Ultra Fast,17,305.15,26,7.93,0.76,10.05
West Bengal,Kolkata,7383,36516,9163,35645,38645,36302,49462,18443,FastCharge,Ather Energy,Public,CCS,231,993,Semi-Urban,Slow,30,317.67,110.59,35.13,2.67,4.25
Bihar,Gaya,12406,3957,46109,45441,45645,9516,29342,29906,FastCharge,Tata Power,Private,CCS,45,994,Semi-Urban,Ultra Fast,25,723.56,235.33,170.28,16.81,14.68
Jharkhand,Ranchi,35634,14455,40096,45332,32999,8218,9005,21585,FastCharge,Tata Power,Public,Type 2,104,995,Highway,Slow,39,691.19,259.19,179.15,12.93,4.1
Tamil Nadu,Chennai,22201,21590,47486,32588,38538,21642,19331,4412,Charge Point,Tata Power,Private,GB/T,26,996,Highway,Ultra Fast,34,262.04,41.21,10.8,0.56,4.66
Uttarakhand,Dehradun,34502,27216,23826,14106,46801,3765,18449,37526,Power Station,ChargeZone,Commercial,CHAdeMO,269,997,Rural,Ultra Fast,36,344.73,381.46,131.5,3.88,5.78
Meghalaya,Shillong,44985,5985,48327,33425,10945,14470,2945,24311,EV Hub,ChargeZone,Private,GB/T,180,998,Highway,Fast,34,350.79,235.27,82.53,6.77,8.42
Delhi,New Delhi,48930,44597,34072,10910,42674,6294,29937,33155,Charge Point,Fortum,Public,GB/T,302,999,Highway,Slow,14,404.35,381.13,154.11,10.08,5.7
Haryana,Faridabad,17580,1970,45136,15725,5627,37220,46405,10389,FastCharge,ChargeZone,Public,CCS,98,1000,Rural,Ultra Fast,28,578.47,36.49,21.11,0.88,0.51
Assam,Silchar,9413,46730,47779,1521,20274,40467,15490,38354,Charge Point,Fortum,Public,CHAdeMO,56,1001,Urban,Ultra Fast,29,361.2,310.55,112.17,6.67,0.53
Andhra Pradesh,Vijayawada,3843,32584,20161,48961,33070,5618,5598,26151,Charge Point,BPCL,Commercial,GB/T,35,1002,Urban,Slow,9,393.65,293.81,115.66,10.12,3.83
West Bengal,Kolkata,13608,47414,32971,29208,2254,15530,47184,27628,Charge Point,BPCL,Commercial,Type 2,65,1003,Rural,Slow,3,493.4,250.75,123.72,3.86,7.49
Andaman and Nicobar Islands,Port Blair,6241,44594,42015,16314,17301,39422,24312,5087,FastCharge,BPCL,Private,CHAdeMO,279,1004,Highway,Ultra Fast,30,750.98,305.62,229.51,2.88,11.93
Puducherry,Puducherry,48919,31959,31568,34850,45186,49554,20066,41904,EV Hub,ChargeZone,Commercial,CHAdeMO,265,1005,Semi-Urban,Fast,24,550.81,448.18,246.86,17.43,1.2
Nagaland,Kohima,27502,4002,28650,14481,3120,11568,24884,1930,Green Charge,Fortum,Public,Type 2,219,1006,Urban,Ultra Fast,4,715.68,285.31,204.19,9.53,5.16
Arunachal Pradesh,Itanagar,44681,28421,6581,43412,12338,34891,28170,9584,Charge Point,EVRE,Private,GB/T,234,1007,Semi-Urban,Fast,7,399.72,261.86,104.67,8.26,14.77
Tamil Nadu,Coimbatore,32411,37671,1244,6952,8348,32379,4055,28446,Charge Point,BPCL,Commercial,Type 2,217,1008,Highway,Ultra Fast,12,716.74,213.96,153.35,13.49,5.4
Madhya Pradesh,Indore,28540,22898,3275,23678,46089,11748,9947,2695,FastCharge,EVRE,Public,CCS,91,1009,Urban,Ultra Fast,4,368.6,53.98,19.9,1.34,8.68
Tripura,Agartala,41452,7108,12949,16800,24926,21511,8967,32375,Green Charge,BPCL,Private,CHAdeMO,216,1010,Rural,Ultra Fast,24,593.41,406.8,241.4,6.83,7.57
Odisha,Bhubaneswar,2256,29963,46950,23358,24776,18639,46039,21649,Green Charge,BPCL,Commercial,CCS,69,1011,Highway,Slow,12,376.89,281.5,106.09,2.25,2.16
Manipur,Imphal,30429,26003,13770,24512,46256,25606,47191,11745,Green Charge,BPCL,Private,CCS,195,1012,Highway,Ultra Fast,35,651.24,493.25,321.22,19.59,8.1
Kerala,Kochi,7629,3535,38386,49855,22266,4221,48937,26367,EV Hub,BPCL,Public,CHAdeMO,47,1013,Highway,Slow,32,397.76,54.14,21.53,0.87,4.46
Odisha,Cuttack,39419,42306,27898,31689,6249,47058,29057,5639,Power Station,EVRE,Commercial,CCS,273,1014,Urban,Ultra Fast,18,518.75,112.97,58.6,5.36,5.63
Bihar,Patna,42915,20811,15884,12077,27647,43474,5053,36331,Green Charge,BPCL,Private,CCS,282,1015,Urban,Fast,6,488.86,225.83,110.4,7.68,11.38
Punjab,Amritsar,20592,41614,29994,10537,4757,18647,12389,28921,Charge Point,ChargeZone,Public,CHAdeMO,279,1016,Semi-Urban,Ultra Fast,49,331.84,137.32,45.57,2.71,10.24
Punjab,Ludhiana,3583,29894,35341,45409,48160,30438,14198,23085,FastCharge,Ather Energy,Public,Type 2,334,1017,Highway,Ultra Fast,4,239.29,32.95,7.88,0.73,0.6
Kerala,Kochi,29596,7395,40049,9468,48756,43434,23110,7972,Green Charge,Ather Energy,Public,Type 2,18,1018,Urban,Ultra Fast,46,488.54,129.82,63.42,2.67,5.87
Haryana,Faridabad,911,9740,46249,24074,4827,5468,12732,30944,Green Charge,EVRE,Commercial,CCS,43,1019,Semi-Urban,Ultra Fast,23,615.19,231.27,142.27,6.09,7
Ladakh,Leh,778,2372,5666,31881,40222,47904,39256,4666,EV Hub,IOCL,Commercial,CHAdeMO,158,1020,Urban,Slow,27,235.34,243.87,57.39,3,7.08
Arunachal Pradesh,Itanagar,9701,8809,21492,4746,6968,16609,15457,49585,FastCharge,Ather Energy,Private,CCS,20,1021,Highway,Ultra Fast,37,231.98,100.19,23.24,1.32,7.35
Uttar Pradesh,Kanpur,6069,9279,13635,4697,22674,609,7434,42986,Green Charge,ChargeZone,Public,Type 2,81,1022,Rural,Ultra Fast,31,469.12,457.06,214.42,3.72,0.61
Gujarat,Surat,37954,25986,35414,3713,21113,44759,27167,17906,Green Charge,IOCL,Commercial,GB/T,194,1023,Urban,Ultra Fast,47,351.73,125.53,44.15,2.07,6.17
Kerala,Trivandrum,631,22430,16881,929,4536,49026,35858,45487,Charge Point,ChargeZone,Private,CHAdeMO,303,1024,Semi-Urban,Fast,39,242.29,127.84,30.97,0.53,8.41
Andaman and Nicobar Islands,Port Blair,1307,27953,33181,32902,8917,48955,40480,24293,Green Charge,Ather Energy,Private,GB/T,161,1025,Urban,Slow,1,483.15,213.06,102.94,9.7,13.11
Puducherry,Puducherry,14415,12705,25191,36216,39042,21213,36997,7765,Green Charge,EVRE,Private,Type 2,29,1026,Highway,Fast,31,329.01,209.83,69.04,4.53,7.43
Arunachal Pradesh,Itanagar,42587,39721,19262,36529,45626,15052,49453,6641,Power Station,IOCL,Commercial,GB/T,326,1027,Rural,Fast,42,751.88,14,10.53,0.61,14.78
Andaman and Nicobar Islands,Port Blair,3853,19398,20031,10849,8679,16045,19475,13080,FastCharge,Tata Power,Private,CCS,198,1028,Rural,Fast,16,379.66,14.45,5.49,0.55,12.65
Goa,Margao,33685,4736,2787,9522,24290,25218,26623,38775,Green Charge,ChargeZone,Private,GB/T,87,1029,Urban,Ultra Fast,48,492.11,13.37,6.58,0.66,11.36
Puducherry,Puducherry,43176,46127,9407,22462,48849,38061,41293,43393,Charge Point,Fortum,Public,CCS,82,1030,Highway,Fast,14,571.22,465.73,266.03,6.6,4.62
Nagaland,Kohima,39111,46122,32565,15060,31829,5878,32016,20845,Charge Point,Ather Energy,Private,Type 2,271,1031,Urban,Slow,17,373.72,22.78,8.51,0.42,0.62
Telangana,Hyderabad,5111,33521,32702,19198,3296,35266,31102,48442,FastCharge,BPCL,Public,Type 2,296,1032,Urban,Fast,17,241.32,206.23,49.77,4.45,13.06
Bihar,Gaya,20081,20515,41802,14110,9929,42409,33715,20344,Green Charge,Tata Power,Commercial,Type 2,128,1033,Highway,Ultra Fast,13,246.04,286.33,70.45,4,1.44
Haryana,Gurgaon,18540,37078,8162,2081,28789,37955,22702,30633,EV Hub,ChargeZone,Public,CHAdeMO,327,1034,Highway,Slow,31,651.15,265.09,172.61,2.62,8.31
Rajasthan,Jaipur,12146,37392,6730,33519,20410,10866,14428,49906,FastCharge,BPCL,Commercial,Type 2,167,1035,Urban,Fast,8,412.3,115.7,47.7,1.8,7.76
Dadra and Nagar Haveli and Daman and Diu,Silvassa,15883,43163,9830,28489,18827,23997,35081,27952,FastCharge,Tata Power,Public,CHAdeMO,251,1036,Semi-Urban,Slow,18,765.93,267.24,204.69,16.04,3.38
Kerala,Trivandrum,47294,27516,27326,37616,35927,17662,12016,13269,Charge Point,ChargeZone,Public,CHAdeMO,301,1037,Urban,Ultra Fast,45,324.73,342.79,111.31,10.43,6.68
Manipur,Imphal,31413,12158,42293,20428,15069,45233,41224,19030,Power Station,IOCL,Commercial,GB/T,150,1038,Highway,Slow,42,785.83,463.08,363.9,15.24,8.48
Ladakh,Leh,2021,5574,11800,29572,4745,34943,12481,1875,EV Hub,Ather Energy,Public,Type 2,186,1039,Rural,Fast,49,471.21,249.2,117.43,8.93,12.72
Odisha,Cuttack,47022,34323,4047,27782,21104,7319,33535,41071,Charge Point,Fortum,Commercial,Type 2,261,1040,Urban,Fast,11,232.1,199.82,46.38,4.2,10.25
Punjab,Amritsar,20197,48341,43200,35666,42105,2697,49235,19740,Charge Point,Fortum,Commercial,Type 2,319,1041,Urban,Slow,9,476.79,36.8,17.55,0.25,4.09
Sikkim,Gangtok,12999,16527,37497,16053,17321,36308,5408,17571,Green Charge,Tata Power,Commercial,CHAdeMO,29,1042,Rural,Ultra Fast,4,731.8,381.78,279.39,27.77,12.82
Assam,Silchar,2941,10134,35979,26987,27339,31693,28344,21050,FastCharge,Fortum,Commercial,GB/T,140,1043,Rural,Slow,49,688.33,176.87,121.74,8.11,2.88
Lakshadweep,Kavaratti,22581,18802,41237,18176,24269,49385,14295,44472,Charge Point,ChargeZone,Commercial,CHAdeMO,96,1044,Urban,Fast,23,319.49,376.81,120.39,11.69,2.83
Ladakh,Leh,46360,25393,952,25827,12259,21270,29470,16548,Green Charge,EVRE,Public,Type 2,137,1045,Rural,Slow,38,475.46,388.81,184.86,11.11,8.72
Jharkhand,Ranchi,20295,28560,47155,47941,49715,30275,12904,22119,FastCharge,ChargeZone,Private,GB/T,102,1046,Highway,Fast,43,501.56,176.42,88.49,6.09,10.19
Sikkim,Gangtok,21686,28723,31170,2559,41562,9953,46059,10991,Power Station,Ather Energy,Commercial,CHAdeMO,150,1047,Rural,Slow,36,571.21,389.65,222.57,16.79,3.7
Ladakh,Leh,38130,30355,2502,28459,21920,22230,27390,8651,Charge Point,EVRE,Private,GB/T,13,1048,Urban,Ultra Fast,46,667.95,284.19,189.82,15.86,4.49
Punjab,Ludhiana,13673,23513,29331,31809,45999,35376,7310,8544,Charge Point,BPCL,Commercial,GB/T,12,1049,Highway,Slow,5,277.76,492.78,136.87,12.04,11.68
Arunachal Pradesh,Itanagar,15782,26862,22199,41260,27211,42294,38408,12481,Charge Point,EVRE,Public,Type 2,136,1050,Urban,Fast,49,592.29,46.4,27.48,2.54,8.47
Punjab,Ludhiana,19614,37588,45999,3277,26156,5379,11656,44520,Charge Point,IOCL,Public,Type 2,138,1051,Semi-Urban,Ultra Fast,12,714.99,292.77,209.33,6.79,5.19
Bihar,Patna,49553,9559,15514,409,25735,26124,9223,807,Charge Point,Ather Energy,Public,GB/T,116,1052,Highway,Ultra Fast,47,665.04,287.81,191.41,13.21,1.47
Manipur,Imphal,10078,21354,47306,40648,20063,18397,4552,7875,EV Hub,Tata Power,Private,Type 2,262,1053,Semi-Urban,Slow,5,649.51,315.03,204.62,3.46,1.1
Puducherry,Puducherry,26395,45595,8215,43167,34718,13380,15827,13885,Power Station,BPCL,Commercial,GB/T,23,1054,Semi-Urban,Ultra Fast,23,585.8,42.5,24.9,1.84,2.24
Assam,Silchar,239,23589,31281,37681,8193,42082,31823,39490,FastCharge,Ather Energy,Commercial,CCS,181,1055,Semi-Urban,Ultra Fast,35,723.75,106.49,77.07,1.22,10.75
Punjab,Amritsar,5334,27228,20225,29456,26777,35828,27148,2796,FastCharge,Tata Power,Public,Type 2,307,1056,Rural,Slow,36,227.21,179.16,40.71,1.08,8.16
Uttar Pradesh,Lucknow,44868,35594,19625,21335,35921,29553,5027,6194,Charge Point,ChargeZone,Public,CCS,221,1057,Rural,Ultra Fast,46,611.91,220.56,134.96,2.69,1.19
Uttarakhand,Dehradun,39420,733,38890,35290,27074,6264,44416,45703,FastCharge,Fortum,Commercial,CHAdeMO,260,1058,Urban,Ultra Fast,21,590.4,294.16,173.67,9.49,12.88
Lakshadweep,Kavaratti,3202,44336,31778,4478,6040,14271,48853,14325,Green Charge,Tata Power,Private,GB/T,43,1059,Urban,Slow,1,380.41,96.76,36.81,0.98,7.27
Goa,Margao,29562,45673,27038,33886,28327,1121,2079,23311,FastCharge,EVRE,Private,GB/T,327,1060,Semi-Urban,Slow,44,394.59,336.18,132.65,9.84,10.01
Haryana,Faridabad,7468,7659,34146,31059,39187,9500,37777,9027,EV Hub,Tata Power,Commercial,Type 2,198,1061,Urban,Fast,25,739.29,444.59,328.68,12.77,4.19
Meghalaya,Shillong,10372,28925,17298,38418,25250,7012,7099,26671,EV Hub,EVRE,Public,CCS,151,1062,Urban,Ultra Fast,4,418.51,179.57,75.15,3.7,10.76
Jharkhand,Ranchi,45197,1828,13058,43730,20121,33964,9456,39729,EV Hub,EVRE,Commercial,GB/T,75,1063,Highway,Fast,40,588.91,12.18,7.17,0.71,14.25
Puducherry,Puducherry,26117,1991,13876,46829,25859,32042,37136,41062,EV Hub,Ather Energy,Commercial,GB/T,95,1064,Rural,Fast,10,627.72,26.48,16.62,1.48,8.2
Haryana,Gurgaon,35358,28517,37143,43265,28023,17416,20467,7735,Green Charge,ChargeZone,Private,GB/T,251,1065,Highway,Ultra Fast,9,572.29,214.67,122.85,6.92,4.62
Himachal Pradesh,Shimla,48600,1586,33171,38661,28074,6679,1376,38854,Green Charge,IOCL,Commercial,CHAdeMO,249,1066,Highway,Ultra Fast,35,448.55,495.61,222.31,9.46,11.78
Karnataka,Mysore,43585,46656,38598,31356,5085,45990,26114,1206,Power Station,BPCL,Public,GB/T,140,1067,Highway,Fast,14,358.67,119.02,42.69,4.1,2.1
Uttarakhand,Dehradun,30330,42931,840,20242,12371,16443,8554,39178,Green Charge,BPCL,Private,CHAdeMO,238,1068,Urban,Fast,6,770.29,403.31,310.67,9.66,0.81
Nagaland,Kohima,1014,286,28095,20028,40234,8093,5901,14519,Power Station,EVRE,Commercial,GB/T,252,1069,Semi-Urban,Slow,10,747.41,242.28,181.08,16.41,13.35
Nagaland,Kohima,28959,4625,24048,1938,30957,18146,36237,32874,Green Charge,Tata Power,Private,CHAdeMO,245,1070,Rural,Ultra Fast,34,455.43,174.83,79.62,2.55,4.85
Manipur,Imphal,49466,43815,10789,49787,15669,28199,18356,79,Charge Point,Ather Energy,Private,GB/T,166,1071,Rural,Slow,47,223.32,415.29,92.74,1,2.86
Ladakh,Leh,20850,45180,34188,21279,18652,29316,31352,44278,Green Charge,Ather Energy,Commercial,CCS,295,1072,Semi-Urban,Fast,42,230.54,159.56,36.78,0.53,8.73
Kerala,Kochi,32938,49184,21285,16071,20981,30433,40101,6465,EV Hub,Tata Power,Public,Type 2,136,1073,Rural,Slow,7,586.5,173.81,101.94,9.21,4.69
Manipur,Imphal,23132,41996,24542,43884,43233,287,5486,29791,EV Hub,ChargeZone,Private,CCS,161,1074,Rural,Ultra Fast,29,367.94,111.92,41.18,2.76,7.8
Uttar Pradesh,Lucknow,22208,17602,6754,26425,41159,26388,46326,46973,Power Station,IOCL,Commercial,GB/T,211,1075,Highway,Fast,13,236.18,320.65,75.73,4.38,13.54
Bihar,Patna,26010,158,16653,37754,9121,8666,27776,45234,Power Station,Ather Energy,Private,CHAdeMO,264,1076,Highway,Fast,45,772,362.6,279.93,13.69,11.35
Dadra and Nagar Haveli and Daman and Diu,Daman,9458,2958,17015,18320,14705,46727,46836,44714,Green Charge,BPCL,Public,CCS,237,1077,Semi-Urban,Slow,29,387.36,475.06,184.02,17.08,8.42
Ladakh,Leh,37064,29502,41823,41270,39881,35181,41190,10814,Power Station,Fortum,Commercial,CHAdeMO,268,1078,Highway,Fast,32,599.85,399.07,239.38,20.81,9.9
Dadra and Nagar Haveli and Daman and Diu,Silvassa,49178,28644,707,20393,47173,11734,2265,34101,Charge Point,Ather Energy,Commercial,CHAdeMO,158,1079,Semi-Urban,Slow,20,773.49,218.83,169.26,8.55,3.12
Gujarat,Ahmedabad,41123,34701,43385,25621,35398,19552,48284,37735,Green Charge,IOCL,Commercial,CCS,54,1080,Urban,Ultra Fast,45,227.26,44.5,10.11,0.91,7.28
Andaman and Nicobar Islands,Port Blair,31484,20269,43614,48393,5803,27149,41955,48342,EV Hub,Tata Power,Commercial,Type 2,146,1081,Highway,Fast,7,320.24,172.76,55.32,1.8,4.11
Andhra Pradesh,Visakhapatnam,25017,35325,18583,33029,31299,24393,41299,34178,Charge Point,BPCL,Commercial,CCS,341,1082,Urban,Ultra Fast,31,743.48,92.96,69.11,3.38,4.83
Bihar,Gaya,18198,8283,41705,41270,32493,2242,31175,3008,Green Charge,Tata Power,Commercial,CHAdeMO,312,1083,Urban,Fast,49,578.24,327.17,189.18,2.45,8.95
Kerala,Trivandrum,28063,31353,33100,23891,5173,10195,47705,8272,Green Charge,IOCL,Commercial,GB/T,313,1084,Urban,Slow,34,601.45,434.15,261.12,20.1,9.59
Delhi,New Delhi,29460,8137,47605,27074,5609,24986,26620,41762,Power Station,Ather Energy,Private,Type 2,128,1085,Semi-Urban,Fast,3,404.68,239.03,96.73,9.28,11.29
Telangana,Hyderabad,7735,47640,11710,48045,18143,25017,31120,41423,FastCharge,BPCL,Private,GB/T,115,1086,Highway,Fast,43,798.47,327.6,261.58,24.67,12.06
Dadra and Nagar Haveli and Daman and Diu,Silvassa,35692,23651,35195,4464,10036,21035,39102,7491,FastCharge,ChargeZone,Commercial,CCS,86,1087,Rural,Ultra Fast,42,476.53,100.19,47.74,1.89,14.61
Ladakh,Leh,34355,2067,49154,35458,43679,22722,24470,8713,FastCharge,BPCL,Commercial,Type 2,253,1088,Urban,Fast,46,755.39,406.71,307.22,20.24,3.56
Jammu and Kashmir,Srinagar,44241,37191,23061,32597,49290,41701,46112,7924,Green Charge,Ather Energy,Public,CHAdeMO,252,1089,Highway,Slow,22,308.09,209.19,64.45,4.56,7.51
Goa,Margao,38755,30028,42105,23213,45412,4393,38092,11249,EV Hub,Tata Power,Private,CHAdeMO,328,1090,Urban,Slow,22,401.05,333.92,133.92,10.7,9.64
Sikkim,Gangtok,29441,8245,40638,36267,43040,20096,7093,12635,FastCharge,BPCL,Commercial,Type 2,221,1091,Semi-Urban,Slow,13,593.86,318.03,188.87,12.94,2.42
West Bengal,Kolkata,16250,46038,40419,33700,2905,25215,41327,26221,FastCharge,EVRE,Public,CHAdeMO,243,1092,Highway,Fast,2,748.67,422.47,316.29,28.55,9.06
Jammu and Kashmir,Jammu,20193,11041,25438,37865,42807,44820,46582,16333,FastCharge,BPCL,Public,CHAdeMO,213,1093,Rural,Ultra Fast,22,780.79,46.32,36.17,2.64,8.85
Chandigarh,Chandigarh,29700,22357,6151,45307,14950,3645,17060,3282,Charge Point,EVRE,Public,CCS,95,1094,Rural,Slow,24,370.86,298.58,110.73,4.76,7.99
Madhya Pradesh,Bhopal,29493,29685,17780,9549,40798,41130,41123,37031,Green Charge,Tata Power,Commercial,CCS,231,1095,Rural,Slow,47,529.52,60.19,31.87,2.59,5.54
Karnataka,Mysore,40529,35621,7526,12806,49999,27505,3855,35919,Green Charge,Tata Power,Commercial,CCS,206,1096,Highway,Fast,12,304.05,33.22,10.1,0.98,14.1
Bihar,Gaya,4632,49246,49900,10813,25813,8377,25898,973,FastCharge,EVRE,Commercial,CHAdeMO,50,1097,Rural,Slow,1,248.05,409.1,101.48,2.45,13.13
Madhya Pradesh,Bhopal,41822,3183,47310,27411,6590,6332,9636,1232,FastCharge,IOCL,Private,CHAdeMO,177,1098,Highway,Slow,25,543.52,85.63,46.54,0.8,7.23
Goa,Panaji,15493,11410,43399,15732,42023,37284,15867,31318,Power Station,Fortum,Public,GB/T,37,1099,Semi-Urban,Fast,42,280.31,80.81,22.65,1.31,12.8
Jharkhand,Jamshedpur,22950,25393,43682,28078,33475,27716,6278,12561,Green Charge,Ather Energy,Private,CCS,238,1100,Highway,Fast,35,788.87,499.79,394.27,17.91,8.71
Chandigarh,Chandigarh,48401,45686,40563,48447,36261,25682,41307,23198,EV Hub,Tata Power,Private,CHAdeMO,203,1101,Urban,Fast,37,231.62,485.16,112.37,9.43,5.17
Manipur,Imphal,11341,17659,23893,3830,18321,44090,49345,32323,FastCharge,EVRE,Private,Type 2,234,1102,Urban,Slow,36,297.99,137.65,41.02,1.5,13.61
Jammu and Kashmir,Srinagar,21941,14174,40026,32181,14010,1781,35557,6796,Green Charge,Ather Energy,Public,CHAdeMO,156,1103,Highway,Ultra Fast,26,696.29,144.4,100.54,1.15,6.82
Ladakh,Leh,36816,27415,12131,43507,10680,33618,5347,33700,EV Hub,Ather Energy,Public,CCS,48,1104,Semi-Urban,Slow,39,439.22,128,56.22,4.39,12.43
Kerala,Kochi,11717,27972,18166,3839,16891,5543,10263,23987,EV Hub,EVRE,Public,Type 2,68,1105,Urban,Ultra Fast,14,643.24,90.53,58.23,4.76,11.19
Arunachal Pradesh,Itanagar,31326,24067,21701,34138,848,18138,11469,14202,Charge Point,ChargeZone,Commercial,CHAdeMO,161,1106,Highway,Ultra Fast,44,450.04,220.89,99.41,8.16,14.3
Kerala,Kochi,19590,35232,37514,33762,42828,21411,15210,30021,EV Hub,Fortum,Private,Type 2,117,1107,Rural,Fast,34,714.44,298.55,213.3,17.28,9.78
Rajasthan,Udaipur,44146,9110,23078,17828,1090,47598,10146,30891,EV Hub,BPCL,Commercial,Type 2,290,1108,Highway,Slow,40,447.43,429.54,192.19,17.01,0.41
Himachal Pradesh,Shimla,23427,24177,29265,47692,3300,9435,9602,13904,Charge Point,Tata Power,Public,CCS,187,1109,Rural,Ultra Fast,6,361.1,169.18,61.09,5.28,11.07
West Bengal,Kolkata,38677,24064,33771,7657,31277,7707,47058,45695,Green Charge,Ather Energy,Public,CCS,260,1110,Highway,Fast,13,320.45,167.01,53.52,2.49,8.38
